"country","code","year","Pct_poverty","gdp"
"Ecuador","ECU",2018,0.033114906836,5976.24534526558
"Ecuador","ECU",2019,0.035835841686,5863.91056629908
"Ecuador","ECU",2020,0.065192451216,5331.97661096757
"Ecuador","ECU",2021,0.035831801962,5492.48927051545
"Ecuador","ECU",2022,0.031807919477,5590.54163412359
"Egypt, Arab Rep.","EGY",1990,0.052945874023,1999.95831420345
"Egypt, Arab Rep.","EGY",1995,0.030367382812,2152.06665700106
"Egypt, Arab Rep.","EGY",1999,0.013830163574,2466.97141592604
"Egypt, Arab Rep.","EGY",2004,0.03107613908,2671.2848260277
"Egypt, Arab Rep.","EGY",2008,0.028719029252,3167.09989878369
"Egypt, Arab Rep.","EGY",2010,0.010373141138,3298.32253743963
"Egypt, Arab Rep.","EGY",2012,0.008900780973,3286.26753745198
"Egypt, Arab Rep.","EGY",2015,0.009060301438,3407.32535454026
"Egypt, Arab Rep.","EGY",2017,0.025048510041,3576.50423842452
"Egypt, Arab Rep.","EGY",2019,0.014670147196,3802.40999242144
"Spain","ESP",1980,0.00496926791,14727.283522557
"Spain","ESP",1985,0.00237315547,15381.8445670239
"Spain","ESP",1990,0.004944265028,18969.8086426392
"Spain","ESP",1993,0.012375658342,19187.1823103537
"Spain","ESP",1994,0.009975268847,19551.1452944731
"Spain","ESP",1995,0.014823423858,20001.790799896
"Spain","ESP",1996,0.014911163945,20448.6014871574
"Spain","ESP",1997,0.009859978332,21117.0185808291
"Spain","ESP",1998,0.00952704521,21953.667519614
"Spain","ESP",1999,0.007201180078,22846.7177460286
"Spain","ESP",2000,0.006753881542,23937.9685518675
"Spain","ESP",2003,0.008087511121,25310.4563874129
"Spain","ESP",2004,0.008176518085,25654.3365515924
"Spain","ESP",2005,0.007379748878,26145.8085786196
"Spain","ESP",2006,0.00769631769,26762.2672557942
"Spain","ESP",2007,0.003630408472,27218.4492597353
"Spain","ESP",2008,0.004889185842,27025.2949432871
"Spain","ESP",2009,0.008056004223,25778.9564650653
"Spain","ESP",2010,0.006757251532,25702.3468448149
"Spain","ESP",2011,0.011273296389,25402.6050717462
"Spain","ESP",2012,0.009365936686,24634.9620884239
"Spain","ESP",2013,0.011363040399,24368.9682370919
"Spain","ESP",2014,0.00787157227,24783.0829468685
"Spain","ESP",2015,0.009035269887,25754.36102944
"Spain","ESP",2016,0.011252796344,26514.3248119679
"Spain","ESP",2017,0.006780910855,27239.3524364815
"Spain","ESP",2018,0.008386145427,27739.8647682529
"Spain","ESP",2019,0.007938134245,28087.8979203438
"Spain","ESP",2020,0.008863663023,24785.446714692
"Estonia","EST",1993,0.013525048828,6806.41836233432
"Estonia","EST",1995,0.005897180176,7137.53077576403
"Estonia","EST",1998,0.00162557373,9157.06484706853
"Estonia","EST",2000,0.014341082546,9960.13903877452
"Estonia","EST",2001,0.012181876474,10625.5792686752
"Estonia","EST",2002,0.013671544407,11417.1679687727
"Estonia","EST",2003,0.011772458994,12362.2482843024
"Estonia","EST",2003,0.025094908629,12362.2482843024
"Estonia","EST",2004,0.005493765166,13282.545519845
"Estonia","EST",2004,0.010788711288,13282.545519845
"Estonia","EST",2005,0.008116842372,14631.3873257137
"Estonia","EST",2006,0.008239719796,16155.2074300393
"Estonia","EST",2007,0.004253237083,17459.0983144278
"Estonia","EST",2008,0.003861775453,16607.5680643985
"Estonia","EST",2009,0.005550370589,14205.3948829766
"Estonia","EST",2010,0.007922195898,14585.8386603429
"Estonia","EST",2011,0.0097961551,15692.788829336
"Estonia","EST",2012,0.007397387485,16257.4722043516
"Estonia","EST",2013,0.008596547612,16553.383261103
"Estonia","EST",2014,0.008305271275,17096.6445771582
"Estonia","EST",2015,0.006000405327,17402.0376128079
"Estonia","EST",2016,0.004700586173,17945.9449641749
"Estonia","EST",2017,0.002687060292,18962.4103006448
"Estonia","EST",2018,0.002487358335,19611.6109936281
"Estonia","EST",2019,0.005569403359,20269.575137379
"Estonia","EST",2020,0.003486593807,20118.1050729983
"Ethiopia","ETH",1981,0.714312597656,300.646699915834
"Ethiopia","ETH",1995,0.692071424258,252.114756237891
"Ethiopia","ETH",1999,0.580265234884,254.983134102461
"Ethiopia","ETH",2004,0.345767678359,293.2895931928
"Ethiopia","ETH",2010,0.307509347838,462.435401428289
"Ethiopia","ETH",2015,0.269846056657,650.030515034306
"Finland","FIN",1987,0,28410.8750981037
"Finland","FIN",1991,0,29278.3636555028
"Finland","FIN",1995,0,29912.8979739158
"Finland","FIN",2000,0,37884.3913209153
"Finland","FIN",2003,0.000492750369,40044.3048555829
"Finland","FIN",2004,0.000394139029,41522.1750841224
"Finland","FIN",2005,0.000553152408,42530.6196771877
"Finland","FIN",2006,0.000803754664,44074.0309204141
"Finland","FIN",2007,0.000637425859,46212.6409741216
"Finland","FIN",2008,0.00053872227,46358.6204112971
"Finland","FIN",2009,0.000524700864,42412.0978494183
"Finland","FIN",2010,0.00053840696,43563.5721974365
"Finland","FIN",2011,0.00047390878,44466.8176978572
"Finland","FIN",2012,0.000527251577,43637.2486713657
"Finland","FIN",2013,0.000851375854,43044.9971201474
"Finland","FIN",2014,0.000661678401,42710.9212889729
"Finland","FIN",2015,0.000702085105,42801.9081167285
"Finland","FIN",2016,0.000472361445,43878.9667273579
"Finland","FIN",2017,0.00065777735,45173.6294067199
"Finland","FIN",2018,0.000567742561,45627.9198947233
"Finland","FIN",2019,0.000388292296,46135.8814242631
"Finland","FIN",2020,0.000276208987,44984.7344505487
"Fiji","FJI",2002,0.016781588535,4125.32671948062
"Fiji","FJI",2008,0.010271411895,4272.30698269083
"Fiji","FJI",2013,0.003635515845,4645.04688726836
"Fiji","FJI",2019,0.013182688831,5678.9699421145
"France","FRA",1970,0,17605.6389691523
"France","FRA",1975,0.002490138438,20498.348081584
"France","FRA",1979,0.002482016794,23378.2949932212
"France","FRA",1984,0.004992035901,24600.9923558634
"France","FRA",1990,0.002475460461,28617.4435701151
"France","FRA",1996,0.002486389236,30057.9655533345
"France","FRA",1997,0.002460969833,30650.7444765253
"France","FRA",1998,0,31633.1477495769
"France","FRA",1999,0,32546.9340522187
"France","FRA",2000,0,33592.4668300573
"France","FRA",2001,0,34009.8623977368
"France","FRA",2002,0,34146.3062683243
"France","FRA",2003,0.001573575026,34183.6633444538
"France","FRA",2004,0.00049725943,34893.5298119974
"France","FRA",2005,0.000430554523,35208.855797143
"France","FRA",2006,0.00027628508,35821.8719947773
"France","FRA",2007,0.000148678654,36464.9592682158
"France","FRA",2008,9.692239e-05,36354.6586641081
"France","FRA",2009,0.000443489977,35129.3622360858
"France","FRA",2010,0.000873945695,35638.1215603451
"France","FRA",2011,0.000257833919,36244.1871625918
"France","FRA",2012,0.00060952414,36182.1511275816
"France","FRA",2013,0.000603900835,36203.1908693774
"France","FRA",2014,0.000186786679,36378.6186614699
"France","FRA",2015,0.00133555046,36652.9223052178
"France","FRA",2016,0.000581258826,36956.7958003293
"France","FRA",2017,0.000158882247,37694.0833027304
"France","FRA",2018,0.000211680548,38259.6977698474
"France","FRA",2019,0.000514489926,38832.0242014303
"France","FRA",2020,0.001148958258,35712.0751986828
"Micronesia, Fed. Sts.","FSM",2000,0.434473548618,2796.68026971174
"Micronesia, Fed. Sts.","FSM",2005,0.085598070907,2895.47221657767
"Micronesia, Fed. Sts.","FSM",2013,0.160284376443,2831.95025412331
"Gabon","GAB",2005,0.054838230461,7155.36548500347
"Gabon","GAB",2017,0.024686419565,6893.38432709176
"United Kingdom","GBR",1968,0.002227999797,18287.2056960879
"United Kingdom","GBR",1969,0.0024375852,18561.728287271
"United Kingdom","GBR",1970,0,19722.8612846735
"United Kingdom","GBR",1971,0,20329.0068036452
"United Kingdom","GBR",1972,0.00230067431,21135.7748479342
"United Kingdom","GBR",1973,0,22471.1848897638
"United Kingdom","GBR",1974,0.002383688729,21899.0961235524
"United Kingdom","GBR",1975,0.002368476201,21577.9819484654
"United Kingdom","GBR",1976,0,22211.4228367467
"United Kingdom","GBR",1977,0.002446809181,22764.8066406056
"United Kingdom","GBR",1978,0,23720.6269698243
"United Kingdom","GBR",1979,0,24587.844965584
"United Kingdom","GBR",1980,0,24059.6028372169
"United Kingdom","GBR",1981,0,23861.7642814428
"United Kingdom","GBR",1982,0,24346.5054231422
"United Kingdom","GBR",1983,0,25365.728367107
"United Kingdom","GBR",1984,0,25900.2807028935
"United Kingdom","GBR",1985,0.002179448964,26913.3233588594
"United Kingdom","GBR",1986,0.002466789957,27696.9613575787
"United Kingdom","GBR",1987,0,29128.5818840521
"United Kingdom","GBR",1988,0,30730.0365372108
"United Kingdom","GBR",1989,0.002318226134,31440.185800106
"United Kingdom","GBR",1990,0,31576.3473320673
"United Kingdom","GBR",1991,0,31131.5989518774
"United Kingdom","GBR",1992,0.002400857305,31172.0491783097
"United Kingdom","GBR",1993,0.002411700052,31871.6779625464
"United Kingdom","GBR",1994,0.00246627261,33013.3111100521
"United Kingdom","GBR",1995,0.002471414099,33759.6706359062
"United Kingdom","GBR",1996,0.00246367195,34316.2197146004
"United Kingdom","GBR",1997,0.002472511323,35776.4463323501
"United Kingdom","GBR",1998,0.002455574416,36798.6217253133
"United Kingdom","GBR",1999,0.002485318905,37781.5818794154
"United Kingdom","GBR",2000,0.002488853831,39187.5830817436
"United Kingdom","GBR",2001,0.002479308367,39879.2057847829
"United Kingdom","GBR",2002,0.002494057609,40413.9231510367
"United Kingdom","GBR",2003,0.002498727279,41482.4617064963
"United Kingdom","GBR",2004,0.002497664215,42214.3534177336
"United Kingdom","GBR",2005,0.002466498068,43044.2115298117
"United Kingdom","GBR",2006,0.002301396254,43652.0946724063
"United Kingdom","GBR",2007,0.002437754077,44423.835251155
"United Kingdom","GBR",2008,0.002468744926,44007.5492767144
"United Kingdom","GBR",2009,0.002489277106,41705.9391234683
"United Kingdom","GBR",2010,0.002463516393,42385.860224035
"United Kingdom","GBR",2011,0.002473062095,42504.8963529931
"United Kingdom","GBR",2012,0.002446766167,42821.7612838063
"United Kingdom","GBR",2013,0.002444582326,43310.020557407
"United Kingdom","GBR",2014,0.002463004748,44367.8529979105
"United Kingdom","GBR",2015,0.002492474142,45071.0743234873
"United Kingdom","GBR",2016,0.002491728599,45699.2969631888
"United Kingdom","GBR",2017,0.002492965635,46499.0135456264
"United Kingdom","GBR",2018,0.004984822352,47006.1429267683
"United Kingdom","GBR",2019,0.004980384657,47491.5945630059
"United Kingdom","GBR",2020,0.004993337475,42098.602930166
"Georgia","GEO",1996,0.067673050693,1191.15919078523
"Georgia","GEO",1997,0.187844711196,1359.36783364517
"Georgia","GEO",1998,0.169616402754,1436.68553701404
"Georgia","GEO",1999,0.217903131987,1508.62881057309
"Georgia","GEO",2000,0.22899906721,1566.53149399641
"Georgia","GEO",2001,0.230084289502,1667.47738993467
"Georgia","GEO",2002,0.126895770875,1774.60385892666
"Georgia","GEO",2003,0.129491280293,1984.20789909372
"Georgia","GEO",2004,0.123720081535,2112.22253657333
"Georgia","GEO",2005,0.128827666629,2329.52808165035
"Georgia","GEO",2006,0.125901836205,2563.49602261316
"Georgia","GEO",2007,0.141970194502,2901.05082793475
"Georgia","GEO",2008,0.124464651274,2980.25481467618
"Georgia","GEO",2009,0.121279024824,2897.07768339093
"Georgia","GEO",2010,0.143642160341,3100.66649543462
"Georgia","GEO",2011,0.134015424323,3356.93623156476
"Georgia","GEO",2012,0.106662245257,3597.13771667667
"Georgia","GEO",2013,0.080787151319,3738.63639524656
"Georgia","GEO",2014,0.061270390087,3902.49714482275
"Georgia","GEO",2015,0.048794917669,4014.11224099111
"Georgia","GEO",2016,0.049133715257,4128.30980260523
"Georgia","GEO",2017,0.062298656408,4327.64812525879
"Georgia","GEO",2018,0.055590802691,4539.00418155023
"Georgia","GEO",2019,0.048486286417,4773.33566552898
"Georgia","GEO",2020,0.058068674884,4447.58258873333
"Georgia","GEO",2021,0.054850259814,4931.73316931386
"Ghana","GHA",1987,0.583857289994,802.211618735836
"Ghana","GHA",1988,0.575424365234,826.51844485266
"Ghana","GHA",1991,0.64167746379,874.986153611855
"Ghana","GHA",1998,0.549950362816,990.175115884591
"Ghana","GHA",2005,0.424677438157,1140.18652930603
"Ghana","GHA",2012,0.256899728204,1631.91950893614
"Ghana","GHA",2016,0.252085535489,1728.09723221272
"Guinea","GIN",1991,0.87870383326,547.277226006423
"Guinea","GIN",1994,0.407894420417,562.316641020673
"Guinea","GIN",2002,0.531878751468,657.856757088277
"Guinea","GIN",2007,0.478870565232,681.828175883376
"Guinea","GIN",2012,0.245441484893,728.368437317627
"Guinea","GIN",2018,0.138200995171,910.652641975212
"Gambia, The","GMB",1998,0.740950557544,630.752944012397
"Gambia, The","GMB",2003,0.506854940854,670.660939447045
"Gambia, The","GMB",2010,0.298294954619,697.162566273671
"Gambia, The","GMB",2015,0.133820668016,611.671217782995
"Gambia, The","GMB",2020,0.172421335913,655.576117781755
"Guinea-Bissau","GNB",1991,0.427138598633,689.585554993518
"Guinea-Bissau","GNB",1993,0.422325682011,669.440125460806
"Guinea-Bissau","GNB",2002,0.531665867376,545.966817388524
"Guinea-Bissau","GNB",2010,0.66685115596,569.017626069294
"Guinea-Bissau","GNB",2018,0.216604906171,620.771030394538
"Greece","GRC",1995,0.017376754571,15946.8242449648
"Greece","GRC",2000,0.004931054586,18642.8020738579
"Greece","GRC",2003,0.004982975514,21104.832913793
"Greece","GRC",2004,0.006418320781,22118.1557970506
"Greece","GRC",2005,0.003385617144,22185.5206802753
"Greece","GRC",2006,0.005527156675,23369.2517158341
"Greece","GRC",2007,0.004992644477,24072.8961576219
"Greece","GRC",2008,0.003444437765,23928.6057241782
"Greece","GRC",2009,0.00626635213,22839.3475325728
"Greece","GRC",2010,0.009730683223,21560.3533533658
"Greece","GRC",2011,0.011229174673,19400.8077326583
"Greece","GRC",2012,0.01455922365,18123.6710971914
"Greece","GRC",2013,0.009551756299,17796.2576680722
"Greece","GRC",2014,0.015131935194,18000.4184639065
"Greece","GRC",2015,0.013700905715,18083.8779056547
"Greece","GRC",2016,0.010391967587,18070.7807322854
"Greece","GRC",2017,0.008727766804,18304.3076770645
"Greece","GRC",2018,0.001395626743,18647.4957207515
"Greece","GRC",2019,0.006895517357,19018.9021220823
"Greece","GRC",2020,0.008064955208,17343.6099878902
"Guatemala","GTM",1986,0.497028138102,2647.95250933872
"Guatemala","GTM",1989,0.369952329471,2725.10141077999
"Guatemala","GTM",1998,0.139964599609,3115.97132282677
"Guatemala","GTM",2000,0.09607775878,3195.38807828092
"Guatemala","GTM",2006,0.116501052248,3427.67155026705
"Guatemala","GTM",2014,0.095213027306,3903.05196634916
"Guyana","GUY",1992,0.293844037959,2734.681207423
"Guyana","GUY",1998,0.118970365563,3741.81306740379
"Honduras","HND",1986,0.494057387478,1665.2748183998
"Honduras","HND",1989,0.399595605946,1705.7324413318
"Honduras","HND",1990,0.419974516723,1704.92889665346
"Honduras","HND",1991,0.307747227732,1602.77350947269
"Honduras","HND",1992,0.26968342568,1653.07954395362
"Honduras","HND",1993,0.21429637671,1711.75683134315
"Honduras","HND",1994,0.243044411937,1668.01764771696
"Honduras","HND",1995,0.26229054603,1722.53304192344
"Honduras","HND",1996,0.285509636886,1706.68900718073
"Honduras","HND",1997,0.195900136501,1736.4790577774
"Honduras","HND",1998,0.245438679126,1751.93838959692
"Honduras","HND",1999,0.249251999263,1693.72310461326
"Honduras","HND",2001,0.198371181326,1768.28997593448
"Honduras","HND",2002,0.219951769584,1787.09893459084
"Honduras","HND",2003,0.264994698578,1821.15037907552
"Honduras","HND",2004,0.25433018682,1887.08532398747
"Honduras","HND",2005,0.250670384434,1953.32612256594
"Honduras","HND",2006,0.21142115764,2033.07110777428
"Honduras","HND",2007,0.156429918782,2110.04733212571
"Honduras","HND",2008,0.15244035398,2151.20156093135
"Honduras","HND",2009,0.12322079275,2054.38411191041
"Honduras","HND",2010,0.138022019578,2087.25227072168
"Honduras","HND",2011,0.143230903997,2124.18751643212
"Honduras","HND",2012,0.169927052618,2169.15628998506
"Honduras","HND",2013,0.145685047076,2187.83343301838
"Honduras","HND",2014,0.132821766648,2213.44050673379
"Honduras","HND",2015,0.129775539186,2257.22528369354
"Honduras","HND",2016,0.146069827253,2303.87850398806
"Honduras","HND",2017,0.138555216599,2373.79155954108
"Honduras","HND",2018,0.14233573454,2423.27605962903
"Honduras","HND",2019,0.127429917407,2446.10809655856
"Croatia","HRV",1988,0.000405114746,10076.8691837139
"Croatia","HRV",1998,0,8572.38773127584
"Croatia","HRV",1999,0.002235803223,8537.15834806878
"Croatia","HRV",2000,0.00089329834,8876.8899057196
"Croatia","HRV",2001,0.000771252441,9512.22708830643
"Croatia","HRV",2004,0,11061.1953169624
"Croatia","HRV",2008,0,12944.7547237788
"Croatia","HRV",2009,0.000344211981,12026.2051374857
"Croatia","HRV",2009,0.008575992872,12026.2051374857
"Croatia","HRV",2010,0,11906.0056560854
"Croatia","HRV",2010,0.012098455684,11906.0056560854
"Croatia","HRV",2011,0.006253362791,11936.8359731427
"Croatia","HRV",2012,0.007874020657,11694.1987897069
"Croatia","HRV",2013,0.007288681085,11680.1610809711
"Croatia","HRV",2014,0.009818140716,11677.4817490531
"Croatia","HRV",2015,0.005948145129,12071.090955025
"Croatia","HRV",2016,0.006159909582,12588.3531732362
"Croatia","HRV",2017,0.005171488002,13175.1632358668
"Croatia","HRV",2018,0.004375504652,13665.7144097299
"Croatia","HRV",2019,0.002599258508,14211.7554309381
"Croatia","HRV",2020,0.003139338613,13048.7442926305
"Haiti","HTI",2001,0.678336338754,1303.225999059
"Haiti","HTI",2012,0.291921948523,1359.04472884262
"Haiti","HTI",2012,0.578761384275,1359.04472884262
"Hungary","HUN",1987,0.000649206543,8752.37741708849
"Hungary","HUN",1989,0.000771252441,8885.29512072841
"Hungary","HUN",1991,0.016757865883,7589.9019679997
"Hungary","HUN",1993,0.001869665527,7326.16050730217
"Hungary","HUN",1994,0.0124122176,7552.40467422539
"Hungary","HUN",1998,0.000469698105,8282.39885965651
"Hungary","HUN",1999,0.000712974931,8560.96909441129
"Hungary","HUN",1999,0.002089654645,8560.96909441129
"Hungary","HUN",2000,0.000608862824,8967.69626924063
"Hungary","HUN",2001,0,9354.48075090137
"Hungary","HUN",2002,0,9825.94319858403
"Hungary","HUN",2003,0.000181318627,10255.6101131603
"Hungary","HUN",2004,0,10792.7374278506
"Hungary","HUN",2004,0.001046820482,10792.7374278506
"Hungary","HUN",2005,0,11278.6160255559
"Hungary","HUN",2005,0.007245052147,11278.6160255559
"Hungary","HUN",2006,0,11741.9476769178
"Hungary","HUN",2006,0.00137652962,11741.9476769178
"Hungary","HUN",2007,0,11792.7712897392
"Hungary","HUN",2007,0.001499403099,11792.7712897392
"Hungary","HUN",2008,0.000212650511,11932.0383995535
"Hungary","HUN",2009,0.000647928151,11162.0559722742
"Hungary","HUN",2010,0.000717931565,11307.7161991209
"Hungary","HUN",2011,0.000915637299,11551.4989289342
"Hungary","HUN",2012,0.003257590315,11466.1419094704
"Hungary","HUN",2013,0.001802988056,11705.0092523564
"Hungary","HUN",2014,0.006576743881,12233.299367172
"Hungary","HUN",2015,0.006261548299,12717.038597002
"Hungary","HUN",2016,0.013487225824,13035.3528590909
"Hungary","HUN",2017,0.006092673411,13628.4044885706
"Hungary","HUN",2018,0.002075303543,14377.4241602939
"Hungary","HUN",2019,0.003017024617,15083.5991718742
"Hungary","HUN",2020,0.003514764117,14430.4768288416
"Indonesia","IDN",1984,0.741662418152,2396.92012809272
"Indonesia","IDN",1984,0.832994547573,1198.46006404636
"Indonesia","IDN",1984,0.471197167969,1198.46006404636
"Indonesia","IDN",1987,0.743192333698,2567.9253832656
"Indonesia","IDN",1987,0.826167663574,1283.9626916328
"Indonesia","IDN",1987,0.528070556641,1283.9626916328
"Indonesia","IDN",1990,0.627512475195,2967.27606417168
"Indonesia","IDN",1990,0.730923282969,1483.63803208584
"Indonesia","IDN",1990,0.392802672446,1483.63803208584
"Indonesia","IDN",1993,0.620967743703,3413.90472934624
"Indonesia","IDN",1993,0.741207469843,1706.95236467312
"Indonesia","IDN",1993,0.385552813787,1706.95236467312
"Indonesia","IDN",1996,0.512826005394,4078.72597771488
"Indonesia","IDN",1996,0.640222348648,2039.36298885744
"Indonesia","IDN",1996,0.298080967186,2039.36298885744
"Indonesia","IDN",1998,0.691238102826,3594.16784380454
"Indonesia","IDN",1998,0.815419648745,1797.08392190227
"Indonesia","IDN",1998,0.50177444562,1797.08392190227
"Indonesia","IDN",1999,0.459681334429,3568.66718954968
"Indonesia","IDN",1999,0.566244419264,1784.33359477484
"Indonesia","IDN",1999,0.305009166641,1784.33359477484
"Indonesia","IDN",2000,0.436034210534,3690.45560158424
"Indonesia","IDN",2000,0.538826993185,1845.22780079212
"Indonesia","IDN",2000,0.294093925811,1845.22780079212
"Indonesia","IDN",2001,0.398731259648,3771.35950286338
"Indonesia","IDN",2001,0.512220203618,1885.67975143169
"Indonesia","IDN",2001,0.246953756957,1885.67975143169
"Indonesia","IDN",2002,0.267941653108,3887.28985599848
"Indonesia","IDN",2002,0.381452573473,1943.64492799924
"Indonesia","IDN",2002,0.120915204992,1943.64492799924
"Indonesia","IDN",2003,0.26447795554,4018.97956802012
"Indonesia","IDN",2003,0.369527713663,2009.48978401006
"Indonesia","IDN",2003,0.132694458584,2009.48978401006
"Indonesia","IDN",2004,0.27014862639,4167.76501807672
"Indonesia","IDN",2004,0.384165560285,2083.88250903836
"Indonesia","IDN",2004,0.131630766199,2083.88250903836
"Indonesia","IDN",2005,0.246438336487,4349.8304431541
"Indonesia","IDN",2005,0.355594051367,2174.91522157705
"Indonesia","IDN",2005,0.117999442629,2174.91522157705
"Indonesia","IDN",2006,0.305864987626,4529.87146679432
"Indonesia","IDN",2006,0.430974595994,2264.93573339716
"Indonesia","IDN",2006,0.163291749347,2264.93573339716
"Indonesia","IDN",2007,0.252490579618,4754.50998608282
"Indonesia","IDN",2007,0.358866101331,2377.25499304141
"Indonesia","IDN",2007,0.135082528376,2377.25499304141
"Indonesia","IDN",2008,0.24746971259,4975.22259340232
"Indonesia","IDN",2008,0.341915905768,2487.61129670116
"Indonesia","IDN",2008,0.14651672665,2487.61129670116
"Indonesia","IDN",2009,0.20957840315,5139.7484253759
"Indonesia","IDN",2009,0.288804066495,2569.87421268795
"Indonesia","IDN",2009,0.127559991829,2569.87421268795
"Indonesia","IDN",2010,0.182530909074,5391.73634034246
"Indonesia","IDN",2010,0.253347796043,2695.86817017123
"Indonesia","IDN",2010,0.111469992758,2695.86817017123
"Indonesia","IDN",2011,0.156930818082,5652.96088165472
"Indonesia","IDN",2011,0.215983433133,2826.48044082736
"Indonesia","IDN",2011,0.099267127356,2826.48044082736
"Indonesia","IDN",2012,0.137353172426,5919.02895655114
"Indonesia","IDN",2012,0.18850981061,2959.51447827557
"Indonesia","IDN",2012,0.088742593551,2959.51447827557
"Indonesia","IDN",2013,0.111787963723,6172.64623413134
"Indonesia","IDN",2013,0.149041070693,3086.32311706567
"Indonesia","IDN",2013,0.077338429897,3086.32311706567
"Indonesia","IDN",2014,0.092619183647,6406.96857427702
"Indonesia","IDN",2014,0.119367896099,3203.48428713851
"Indonesia","IDN",2014,0.068548645803,3203.48428713851
"Indonesia","IDN",2015,0.082762874944,6645.16335815312
"Indonesia","IDN",2015,0.102227999313,3322.58167907656
"Indonesia","IDN",2015,0.065716971301,3322.58167907656
"Indonesia","IDN",2016,0.075173605571,6906.09886086404
"Indonesia","IDN",2016,0.095499989767,3453.04943043202
"Indonesia","IDN",2016,0.05785086835,3453.04943043202
"Indonesia","IDN",2017,0.066183476836,7183.56005718252
"Indonesia","IDN",2017,0.084158132763,3591.78002859126
"Indonesia","IDN",2017,0.051273052782,3591.78002859126
"Indonesia","IDN",2018,0.054243000239,7482.61053391598
"Indonesia","IDN",2018,0.071567284158,3741.30526695799
"Indonesia","IDN",2018,0.040253621427,3741.30526695799
"Indonesia","IDN",2019,0.043805744575,7784.8433240335
"Indonesia","IDN",2019,0.058928574894,3892.42166201675
"Indonesia","IDN",2019,0.031916285274,3892.42166201675
"Indonesia","IDN",2020,0.03831368747,7560.24326910956
"Indonesia","IDN",2020,0.050816399628,3780.12163455478
"Indonesia","IDN",2020,0.028742791923,3780.12163455478
"Indonesia","IDN",2021,0.035474440272,7785.92474315908
"Indonesia","IDN",2021,0.046231750282,3892.96237157954
"Indonesia","IDN",2021,0.027454808375,3892.96237157954
"Indonesia","IDN",2022,0.024729117009,8147.22098877574
"Indonesia","IDN",2022,0.0311923844,4073.61049438787
"Indonesia","IDN",2022,0.020036124897,4073.61049438787
"India","IND",1977,0.631134353428,768.57421643644
"India","IND",1977,0.68603526944,384.28710821822
"India","IND",1977,0.436780224609,384.28710821822
"India","IND",1983,0.562628326927,845.084348335231
"India","IND",1983,0.620943104324,422.542174167616
"India","IND",1983,0.376733642578,422.542174167616
"India","IND",1987,0.505880411673,926.743526253156
"India","IND",1987,0.551991552734,463.371763126578
"India","IND",1987,0.366231809773,463.371763126578
"India","IND",1993,0.476445737525,1114.41836112979
"India","IND",1993,0.534918302971,557.209180564896
"India","IND",1993,0.311663881629,557.209180564896
"India","IND",2004,0.399096544483,1758.98216664827
"India","IND",2004,0.453169336977,879.491083324134
"India","IND",2004,0.26608566897,879.491083324134
"India","IND",2009,0.328671260799,2279.11250278418
"India","IND",2009,0.379606247566,1139.55625139209
"India","IND",2009,0.213081296667,1139.55625139209
"India","IND",2011,0.22532261666,2546.93189936666
"India","IND",2011,0.263158248922,1273.46594968333
"India","IND",2011,0.142184875625,1273.46594968333
"India","IND",2015,0.187305572342,3130.27573177782
"India","IND",2015,0.2200114909,1565.13786588891
"India","IND",2015,0.120228354603,1565.13786588891
"India","IND",2016,0.181063452191,3346.86350177302
"India","IND",2016,0.200926387708,1673.43175088651
"India","IND",2016,0.141065814108,1673.43175088651
"India","IND",2017,0.133656958768,3544.45987177134
"India","IND",2017,0.145954559614,1772.22993588567
"India","IND",2017,0.109354557058,1772.22993588567
"India","IND",2018,0.110879260796,3734.66355529544
"India","IND",2018,0.11679734183,1867.33177764772
"India","IND",2018,0.099406565943,1867.33177764772
"India","IND",2019,0.127312957545,3862.04146689809
"India","IND",2019,0.138399220631,1931.02073344905
"India","IND",2019,0.10623902371,1931.02073344905
"India","IND",2020,0.147233460427,3692.4592309291
"India","IND",2020,0.160212865668,1846.22961546455
"India","IND",2020,0.123050278369,1846.22961546455
"India","IND",2021,0.118991602614,3849.70858681419
"India","IND",2021,0.126546453534,1924.85429340709
"India","IND",2021,0.105200845889,1924.85429340709
"Ireland","IRL",1987,0.00689184037,19054.3713554512
"Ireland","IRL",1994,0.001634337665,25954.7053539342
"Ireland","IRL",1995,0.001760975226,28309.7756886634
"Ireland","IRL",1996,0.002240180846,30159.3419045447
"Ireland","IRL",2000,0.001782721973,42098.2793673021
"Ireland","IRL",2002,0.002350518347,45433.5788879325
"Ireland","IRL",2003,0.001276327125,46046.6534802097
"Ireland","IRL",2004,0.000521059392,48281.5083780917
"Ireland","IRL",2005,0.000217056876,49952.502935396
"Ireland","IRL",2006,0.003984308004,51049.0549651385
"Ireland","IRL",2007,0.000984962727,52227.8955546037
"Ireland","IRL",2008,0.00180506709,48879.2278726624
"Ireland","IRL",2009,0.004906021567,45919.6827420934
"Ireland","IRL",2010,0.005427571358,46438.769693914
"Ireland","IRL",2011,0.00544944668,46622.2394918802
"Ireland","IRL",2012,0.003350123655,46422.5257382515
"Ireland","IRL",2013,0.006822285012,46698.5566546237
"Ireland","IRL",2014,0.003889537933,50368.1377394965
"Ireland","IRL",2015,0.003676275641,62053.9844381587
"Ireland","IRL",2016,0.001347261208,62588.6682836096
"Ireland","IRL",2017,0.002431961155,67486.2717956178
